MI_PRINX,COMPKEY,Comp Type,Pipe Unit ID,From Pit ID,To Pit ID,Num Parallel Lines,Unit Type,Unit Type Description,Description,Catchment,Sub Catchment,Ownership,Custodian,Pipe Type,Diameter,Pipe Length,Pipe Height,Average Depth,Up Invert Elevation,Down Invert Elevation,Grade,Pipe Shape,Material,Shape__Length,Last Refresh Date
7597,72412,31,WcrFair0037LL,WcrFair0005GP,WcrFair0087ND,1,LL,Lateral Line,Lateral Line from WcrFair0005GP to  WcrFair0087ND,SOUTHWARD,WcrFair,COP,SPM,RC,150,18.96,0,0,0,0,0, ,RC,22.4491879476347,6/27/2025 7:03:16 PM
7598,72413,31,WcrFair0041LL,WcrFair0030GP,WcrFair0059MH,1,LL,Lateral Line,Lateral Line from WcrFair0030GP to  WcrFair0059MH,SOUTHWARD,WcrFair,COP,SPM,RC,150,10.35,0,0,0,0,0, ,RC,12.2511362983199,6/27/2025 7:03:16 PM
7599,72414,31,WcrFair0051ML,WcrFair0004GP,WcrFair0032MH,1,ML,Main Line,Main Line from WcrFair0004GP to  WcrFair0032MH,SOUTHWARD,WcrFair,COP,SPM,VC,225,14.71,,0,,,, ,VC,17.415598010658,6/27/2025 7:03:16 PM
7600,72415,31,WcrFair0012ML,WcrFair0003GP,WcrFair0026GP,1,ML,Main Line,Main Line from WcrFair0003GP to  WcrFair0026GP,SOUTHWARD,WcrFair,COP,SPM,RC,225,9.06,,0,,,, ,RC,10.6855715547223,6/27/2025 7:03:16 PM
7601,72416,31,WcrFair0007LL,WcrFair0024MH,WcrFair0093ND,1,LL,Lateral Line,Lateral Line from WcrFair0024MH to  WcrFair0093ND,SOUTHWARD,WcrFair,COP,SPM,RC,300,1.96,0,0,0,0,0, ,RC,2.30893327272588,6/27/2025 7:03:16 PM
7602,72417,31,WcrFair0018ML,WcrFair0039SE,WcrFair0024MH,1,ML,Main Line,Main Line from WcrFair0039SE to  WcrFair0024MH,SOUTHWARD,WcrFair,COP,SPM,RC,300,7.91,,0,,,, ,RC,9.33138347647353,6/27/2025 7:03:16 PM
7603,72418,31,WcrFair0022ML,WcrFair0053SE,WcrFair0098ND,1,ML,Main Line,Main Line from WcrFair0053SE to  WcrFair0098ND,SOUTHWARD,WcrFair,COP,SPM,RC,300,0.9,,0,,,, ,RC,1.05955183568483,6/27/2025 7:03:16 PM
7604,72419,31,WcrFair0031ML,WcrFair0012SE,WcrFair0053SE,1,ML,Main Line,Main Line from WcrFair0012SE to  WcrFair0053SE,SOUTHWARD,WcrFair,COP,SPM,RC,300,8.13,,0,,,, ,RC,9.57727650924669,6/27/2025 7:03:16 PM
7605,72420,31,WcrFair0036LL,WcrFair0024MH,WcrFair0015SE,1,LL,Lateral Line,Lateral Line from WcrFair0024MH to  WcrFair0015SE,SOUTHWARD,WcrFair,COP,SPM,RC,300,1.82,0,0,0,0,0, ,RC,2.15246246497954,6/27/2025 7:03:16 PM
7606,72421,31,WcrFair0024ML,WcrFair0026GP,WcrFair0043MH,1,ML,Main Line,Main Line from WcrFair0026GP to  WcrFair0043MH,SOUTHWARD,WcrFair,COP,SPM,RC,225,1.25,,0,,,, ,RC,1.47737742292452,6/27/2025 7:03:16 PM
7607,72422,31,WcrFair0025ML,WcrFair0046GP,WcrFair0042GP,1,ML,Main Line,Main Line from WcrFair0046GP to  WcrFair0042GP,SOUTHWARD,WcrFair,COP,SPM,RC,150,9.03,,0,,,, ,RC,10.6378804349419,6/27/2025 7:03:16 PM
7608,72423,31,WcrFair0033ML,WcrFair0042GP,WcrFair0032MH,1,ML,Main Line,Main Line from WcrFair0042GP to  WcrFair0032MH,SOUTHWARD,WcrFair,COP,SPM,RC,225,10.26,,0,,,, ,RC,12.0920835254208,6/27/2025 7:03:16 PM
7609,72424,31,WcrFair0050ML,WcrFair0032MH,WcrFair0104MH,1,ML,Main Line,Main Line from WcrFair0032MH to  WcrFair0104MH,SOUTHWARD,WcrFair,COP,SPM,RC,300,1.99,,0,,,, ,RC,2.35190120796214,6/27/2025 7:03:16 PM
7610,72425,31,WcrFair0055ML,WcrFair0043MH,WcrFair0095ND,1,ML,Main Line,Main Line from WcrFair0043MH to  WcrFair0095ND,SOUTHWARD,WcrFair,COP,SPM,RC,375,2.97,,0,,,, ,RC,3.51098086095168,6/27/2025 7:03:16 PM
7611,72426,31,WcwPark0069ML,WcwPark0054GP,WcwPark0164ND,1,ML,Main Line,Main Line from WcwPark0054GP to  WcwPark0164ND,SOUTHWARD,WcwPark,COP,SPM,RC,225,15.66,,0,,,, ,RC,18.4540272886418,6/27/2025 7:03:16 PM
7612,72427,31,WcwPark0079ML,WcwPark0017GP,WcwPark0166ND,1,ML,Main Line,Main Line from WcwPark0017GP to  WcwPark0166ND,SOUTHWARD,WcwPark,COP,SPM,RC,300,16.73,,0,,,, ,RC,19.7974605642169,6/27/2025 7:03:16 PM
7613,72428,31,WcwPark0040LL,WcwPark0153ND,WcwPark0110GP,1,LL,Lateral Line,Lateral Line from WcwPark0153ND to  WcwPark0110GP,SOUTHWARD,WcwPark,COP,SPM,PVC,150,9.48,0,0,0,0,0, ,PVC,11.1732169146871,6/27/2025 7:03:16 PM
7614,72429,31,WcwPark0063ML,WcwPark0057GP,WcwPark0007GP,1,ML,Main Line,Main Line from WcwPark0057GP to  WcwPark0007GP,SOUTHWARD,WcwPark,COP,SPM,RC,450,19.28,,0,,,, ,RC,22.8192594743017,6/27/2025 7:03:16 PM
7615,72430,31,WcwPark0076ML,WcwPark0076GP,WcwPark0110GP,1,ML,Main Line,Main Line from WcwPark0076GP to  WcwPark0110GP,SOUTHWARD,WcwPark,COP,SPM,RC,225,27.89,,0,,,, ,RC,33.0078450918635,6/27/2025 7:03:16 PM
7616,72431,31,WcwPark0077ML,WcwPark0110GP,WcwPark0057GP,1,ML,Main Line,Main Line from WcwPark0110GP to  WcwPark0057GP,SOUTHWARD,WcwPark,COP,SPM,RC,375,20.66,,0,,,, ,RC,24.4541076562613,6/27/2025 7:03:16 PM
7617,72432,31,WcwPark0118ML,WcwPark0010GP,WcwPark0076GP,1,ML,Main Line,Main Line from WcwPark0010GP to  WcwPark0076GP,SOUTHWARD,WcwPark,COP,SPM,RC,225,30.24,,0,,,, ,RC,35.7901232535876,6/27/2025 7:03:16 PM
7618,72433,31,WcwPark0121LL,WcwPark0170ND,WcwPark0007GP,1,LL,Lateral Line,Lateral Line from WcwPark0170ND to  WcwPark0007GP,SOUTHWARD,WcwPark,COP,SPM,RC,300,17.6,0,0,0,0,0, ,RC,20.7664942209252,6/27/2025 7:03:16 PM
7619,72434,31,WcwPark0013ML,WcwPark0120GP,WcwPark0051GP,1,ML,Main Line,Main Line from WcwPark0120GP to  WcwPark0051GP,SOUTHWARD,WcwPark,COP,SPM,RC,450,15.57,,0,,,, ,RC,18.428007477901,6/27/2025 7:03:16 PM
7620,72435,31,WcwPark0034ML,WcwPark0018GP,WcwPark0151ND,1,ML,Main Line,Main Line from WcwPark0018GP to  WcwPark0151ND,SOUTHWARD,WcwPark,COP,SPM,RC,225,12.65,,0,,,, ,RC,14.9099142375437,6/27/2025 7:03:16 PM
7621,72436,31,WcwPark0035ML,WcwPark0051GP,WcwPark0152ND,1,ML,Main Line,Main Line from WcwPark0051GP to  WcwPark0152ND,SOUTHWARD,WcwPark,COP,SPM,RC,450,21.95,,0,,,, ,RC,25.9391032255051,6/27/2025 7:03:16 PM
7622,72437,31,WcwPark0030ML,WcwPark0099GP,WcwPark0150ND,1,ML,Main Line,Main Line from WcwPark0099GP to  WcwPark0150ND,SOUTHWARD,WcwPark,COP,SPM,RC,225,4.12,,0,,,, ,RC,4.85699576510526,6/27/2025 7:03:16 PM
7623,72438,31,WcwStir0004LL,WcwStir0013GP,WcwStir0026ND,1,LL,Lateral Line,Lateral Line from WcwStir0013GP to  WcwStir0026ND,SOUTHWARD,WcwStir,COP,SPM,RC,300,7.41,0,0,0,0,0, ,RC,8.74608893233927,6/27/2025 7:03:16 PM
7624,72439,31,WcwStir0013LL,WcwStir0017GP,WcwStir0025ND,1,LL,Lateral Line,Lateral Line from WcwStir0017GP to  WcwStir0025ND,SOUTHWARD,WcwStir,COP,SPM,RC,300,7.57,0,0,0,0,0, ,RC,8.92456737596827,6/27/2025 7:03:16 PM
7625,72440,31,WcwPark0082ML,WcwPark0007GP,WcwPark0166ND,1,ML,Main Line,Main Line from WcwPark0007GP to  WcwPark0166ND,SOUTHWARD,WcwPark,COP,SPM,RC,450,23.74,,0,,,, ,RC,28.1004604674757,6/27/2025 7:03:16 PM
7626,72441,31,WcwPark0031LL,WcwPark0120GP,WcwPark0071GP,1,LL,Lateral Line,Lateral Line from WcwPark0120GP to  WcwPark0071GP,SOUTHWARD,WcwPark,COP,SPM,RC,225,11.85,0,0,0,0,0, ,RC,14.0279875658399,6/27/2025 7:03:16 PM
7627,72442,31,WcwPark0100ML,WcwPark0120GP,WcwPark0176ND,1,ML,Main Line,Main Line from WcwPark0120GP to  WcwPark0176ND,SOUTHWARD,WcwPark,COP,SPM,RC,300,12.43,,0,,,, ,RC,14.6484891965331,6/27/2025 7:03:16 PM
7628,72443,31,WcwPark0008LL,WcwPark0087MH,WcwPark0134ND,1,LL,Lateral Line,Lateral Line from WcwPark0087MH to  WcwPark0134ND,SOUTHWARD,WcwPark,COP,SPM,RC,375,2.67,0,0,0,0,0, ,RC,3.15188712191561,6/27/2025 7:03:16 PM
7629,72444,31,WcwPark0028LL,WcwPark0134ND,WcwPark0087MH,1,LL,Lateral Line,Lateral Line from WcwPark0134ND to  WcwPark0087MH,SOUTHWARD,WcwPark,COP,SPM,RC,375,6.7,0,0,0,0,0, ,RC,7.92917074543214,6/27/2025 7:03:16 PM
7630,72445,31,WcwPark0041ML,WcwPark0094MH,WcwPark0142ND,1,ML,Main Line,Main Line from WcwPark0094MH to  WcwPark0142ND,SOUTHWARD,WcwPark,COP,SPM,RC,300,2.99,,0,,,, ,RC,3.53969379530673,6/27/2025 7:03:16 PM
7631,72446,31,WcwPark0047ML,WcwPark0087MH,WcwPark0155ND,1,ML,Main Line,Main Line from WcwPark0087MH to  WcwPark0155ND,SOUTHWARD,WcwPark,COP,SPM,RC,375,10.33,,0,,,, ,RC,12.1710354742835,6/27/2025 7:03:16 PM
7632,72447,31,WcwPark0061ML,WcwPark0086GP,WcwPark0160ND,1,ML,Main Line,Main Line from WcwPark0086GP to  WcwPark0160ND,SOUTHWARD,WcwPark,COP,SPM,PVC,225,0.68,,0,,,, ,PVC,0.804748118411519,6/27/2025 7:03:16 PM
7633,72448,31,WcwPark0070ML,WcwPark0118GP,WcwPark0086GP,1,ML,Main Line,Main Line from WcwPark0118GP to  WcwPark0086GP,SOUTHWARD,WcwPark,COP,SPM,RC,300,14.83,,0,,,, ,RC,17.5497469943345,6/27/2025 7:03:16 PM
7634,72449,31,WcwPark0090ML,WcwPark0044GP,WcwPark0023GP,1,ML,Main Line,Main Line from WcwPark0044GP to  WcwPark0023GP,SOUTHWARD,WcwPark,COP,SPM,RC,225,6.7,,0,,,, ,RC,7.92917000967996,6/27/2025 7:03:16 PM
7635,72450,31,WcwPark0002ML,WcwPark0141ND,WcwPark0142ND,1,ML,Main Line,Main Line from WcwPark0141ND to  WcwPark0142ND,SOUTHWARD,WcwPark,COP,SPM,RC,750,29.67,,0,,,, ,RC,34.9506157447944,6/27/2025 7:03:16 PM
7636,72451,31,WcwPark0021ML,WcwPark0029GP,WcwPark0140ND,1,ML,Main Line,Main Line from WcwPark0029GP to  WcwPark0140ND,SOUTHWARD,WcwPark,COP,SPM,PVC,225,7.39,,0,,,, ,PVC,8.74588185505032,6/27/2025 7:03:16 PM
7637,72452,31,WcwPark0049LL,WcwPark0002GP,WcwPark0067SE,1,LL,Lateral Line,Lateral Line from WcwPark0002GP to  WcwPark0067SE,SOUTHWARD,WcwPark,COP,SPM,RC,225,0.9,0,0,0,0,0, ,RC,1.0679413868877,6/27/2025 7:03:16 PM
7638,72453,31,WcwPark0084ML,WcwPark0119GP,WcwPark0143ND,1,ML,Main Line,Main Line from WcwPark0119GP to  WcwPark0143ND,SOUTHWARD,WcwPark,COP,SPM,RC,225,7.4,,0,,,, ,RC,8.75763307743721,6/27/2025 7:03:16 PM
7639,72454,31,WcwPark0099LL,WcwPark0122GP,WcwPark0141ND,1,LL,Lateral Line,Lateral Line from WcwPark0122GP to  WcwPark0141ND,SOUTHWARD,WcwPark,COP,SPM,PVC,225,0.73,0,0,0,0,0, ,PVC,0.864670808676752,6/27/2025 7:03:16 PM
7640,72455,31,WcwPark0122ML,WcwPark0140ND,WcwPark0141ND,1,ML,Main Line,Main Line from WcwPark0140ND to  WcwPark0141ND,SOUTHWARD,WcwPark,COP,SPM,RC,750,15.26,,0,,,, ,RC,17.9711024392088,6/27/2025 7:03:16 PM
7641,72456,31,WcwPark0123ML,WcwPark0067SE,WcwPark0140ND,1,ML,Main Line,Main Line from WcwPark0067SE to  WcwPark0140ND,SOUTHWARD,WcwPark,COP,SPM,RC,750,29.6,,0,,,, ,RC,34.8736040917211,6/27/2025 7:03:16 PM
7642,72457,31,WcwPark0014ML,WcwPark0056SK,WcwPark0104GP,1,ML,Main Line,Main Line from WcwPark0056SK to  WcwPark0104GP,SOUTHWARD,WcwPark,COP,SPM,PVC,150,11.27,,0,,,, ,PVC,13.3142446099079,6/27/2025 7:03:16 PM
7643,72458,31,WcwPark0039ML,WcwPark0104GP,WcwPark0014MH,1,ML,Main Line,Main Line from WcwPark0104GP to  WcwPark0014MH,SOUTHWARD,WcwPark,COP,SPM,RC,300,7.74,,0,,,, ,RC,9.15526072000023,6/27/2025 7:03:16 PM
7644,72459,31,WcwPark0086ML,WcwPark0072GP,WcwPark0075GP,1,ML,Main Line,Main Line from WcwPark0072GP to  WcwPark0075GP,SOUTHWARD,WcwPark,COP,SPM,PVC,150,6.56,,0,,,, ,PVC,7.73280595844349,6/27/2025 7:03:16 PM
7645,72460,31,WcwPark0056ML,WcwPark0111GP,WcwPark0020GP,1,ML,Main Line,Main Line from WcwPark0111GP to  WcwPark0020GP,SOUTHWARD,WcwPark,COP,SPM,RC,375,8.33,,0,,,, ,RC,9.8353925225696,6/27/2025 7:03:16 PM
7646,72461,31,WcwPark0065LL,WcwPark0020GP,WcwPark0162ND,1,LL,Lateral Line,Lateral Line from WcwPark0020GP to  WcwPark0162ND,SOUTHWARD,WcwPark,COP,SPM,PVC,225,1.38,0,0,0,0,0, ,PVC,1.63737243354633,6/27/2025 7:03:16 PM
7647,72462,31,WcwPark0081ML,WcwPark0074GP,WcwPark0168ND,1,ML,Main Line,Main Line from WcwPark0074GP to  WcwPark0168ND,SOUTHWARD,WcwPark,COP,SPM,PVC,225,1.31,,0,,,, ,PVC,1.55622944788715,6/27/2025 7:03:16 PM
7648,72463,31,WcwPark0130ML,WcwPark0116GP,WcwPark0169ND,1,ML,Main Line,Main Line from WcwPark0116GP to  WcwPark0169ND,SOUTHWARD,WcwPark,COP,SPM,RC,150,7.24,0,0,0,0,0, ,RC,8.53853620729496,6/27/2025 7:03:16 PM
7649,72464,31,WcwPark0114ML,WcwPark0009GP,WcwPark0082GP,1,ML,Main Line,Main Line from WcwPark0009GP to  WcwPark0082GP,SOUTHWARD,WcwPark,COP,SPM,RC,375,7.2,,0,,,, ,RC,8.48330240952221,6/27/2025 7:03:16 PM
7650,72465,31,WcwPark0025ML,WcwPark0147ND,WcwPark0094MH,1,ML,Main Line,Main Line from WcwPark0147ND to  WcwPark0094MH,SOUTHWARD,WcwPark,COP,SPM,RC,375,42.99,,0,,,, ,RC,50.8889199928614,6/27/2025 7:03:16 PM
7651,72466,31,WcwPark0026LL,WcwPark0004GP,WcwPark0145ND,1,LL,Lateral Line,Lateral Line from WcwPark0004GP to  WcwPark0145ND,SOUTHWARD,WcwPark,COP,SPM,RC,225,4.25,0,0,0,0,0, ,RC,5.00829449352076,6/27/2025 7:03:16 PM
7652,72467,31,WcwPark0029LL,WcwPark0149ND,WcwPark0068GP,1,LL,Lateral Line,Lateral Line from WcwPark0149ND to  WcwPark0068GP,SOUTHWARD,WcwPark,COP,SPM,RC,225,4.17,0,0,0,0,0, ,RC,4.92541974486685,6/27/2025 7:03:16 PM
7653,72468,31,WcwPark0054ML,WcwPark0028GP,WcwPark0147ND,1,ML,Main Line,Main Line from WcwPark0028GP to  WcwPark0147ND,SOUTHWARD,WcwPark,COP,SPM,RC,225,4.39,,0,,,, ,RC,5.18246167266409,6/27/2025 7:03:16 PM
7654,72469,31,WcwPark0055LL,WcwPark0146ND,WcwPark0004GP,1,LL,Lateral Line,Lateral Line from WcwPark0146ND to  WcwPark0004GP,SOUTHWARD,WcwPark,COP,SPM,RC,150,3.57,0,0,0,0,0, ,RC,4.22496849586136,6/27/2025 7:03:16 PM
7655,72470,31,WcwPark0059ML,WcwPark0073GP,WcwPark0158ND,1,ML,Main Line,Main Line from WcwPark0073GP to  WcwPark0158ND,SOUTHWARD,WcwPark,COP,SPM,RC,225,26.95,,0,,,, ,RC,31.7502204891737,6/27/2025 7:03:16 PM
7656,72471,31,WcwPark0060LL,WcwPark0024GP,WcwPark0159ND,1,LL,Lateral Line,Lateral Line from WcwPark0024GP to  WcwPark0159ND,SOUTHWARD,WcwPark,COP,SPM,RC,300,3.17,0,0,0,0,0, ,RC,3.72992534369213,6/27/2025 7:03:16 PM
7657,72472,31,WcwPark0074LL,WcwPark0148ND,WcwPark0068GP,1,LL,Lateral Line,Lateral Line from WcwPark0148ND to  WcwPark0068GP,SOUTHWARD,WcwPark,COP,SPM,RC,225,4.24,0,0,0,0,0, ,RC,5.0021274384226,6/27/2025 7:03:16 PM
7658,72473,31,WcwPark0098LL,WcwPark0068GP,WcwPark0175ND,1,LL,Lateral Line,Lateral Line from WcwPark0068GP to  WcwPark0175ND,SOUTHWARD,WcwPark,COP,SPM,RC,225,1.98,0,0,0,0,0, ,RC,2.33124166310766,6/27/2025 7:03:16 PM
7659,72474,31,WcwPark0108LL,WcwPark0079GP,WcwPark0024GP,1,LL,Lateral Line,Lateral Line from WcwPark0079GP to  WcwPark0024GP,SOUTHWARD,WcwPark,COP,SPM,RC,225,6.71,0,0,0,0,0, ,RC,7.90720106227082,6/27/2025 7:03:16 PM
7660,72475,31,WcwPark0124ML,WcwPark0175ND,WcwPark0087MH,1,ML,Main Line,Main Line from WcwPark0175ND to  WcwPark0087MH,SOUTHWARD,WcwPark,COP,SPM,RC,225,47.37,,0,,,, ,RC,56.0725268271935,6/27/2025 7:03:16 PM
7661,72476,31,WcwPark0125ML,WcwPark0159ND,WcwPark0167ND,1,ML,Main Line,Main Line from WcwPark0159ND to  WcwPark0167ND,SOUTHWARD,WcwPark,COP,SPM,RC,300,8.76,,0,,,, ,RC,10.3747167174363,6/27/2025 7:03:16 PM
7662,72477,31,WcwPark0126ML,WcwPark0145ND,WcwPark0159ND,1,ML,Main Line,Main Line from WcwPark0145ND to  WcwPark0159ND,SOUTHWARD,WcwPark,COP,SPM,RC,300,36.88,,0,,,, ,RC,43.6576895583455,6/27/2025 7:03:16 PM
7663,72478,31,WcwPark0127ML,WcwPark0147ND,WcwPark0145ND,1,ML,Main Line,Main Line from WcwPark0147ND to  WcwPark0145ND,SOUTHWARD,WcwPark,COP,SPM,RC,300,4.72,,0,,,, ,RC,5.58603198367067,6/27/2025 7:03:16 PM
7664,72479,31,WcwPark0012LL,WcwPark0001SE,WcwPark0137ND,1,LL,Lateral Line,Lateral Line from WcwPark0001SE to  WcwPark0137ND,SOUTHWARD,WcwPark,COP,SPM,RC,225,3.36,0,0,0,0,0, ,RC,3.98108261730125,6/27/2025 7:03:16 PM
7665,72480,31,WcwPark0023LL,WcwPark0021SE,WcwPark0144ND,1,LL,Lateral Line,Lateral Line from WcwPark0021SE to  WcwPark0144ND,SOUTHWARD,WcwPark,COP,SPM,RC,300,9.63,0,0,0,0,0, ,RC,11.401667226866,6/27/2025 7:03:16 PM
7666,72481,31,WcwPark0088LL,WcwPark0016GP,WcwPark0137ND,1,LL,Lateral Line,Lateral Line from WcwPark0016GP to  WcwPark0137ND,SOUTHWARD,WcwPark,COP,SPM,RC,275,4.59,0,0,0,0,0, ,RC,5.41631147563133,6/27/2025 7:03:16 PM
7667,72482,31,WcwPark0110ML,WcwPark0144ND,WcwPark0171ND,1,ML,Main Line,Main Line from WcwPark0144ND to  WcwPark0171ND,SOUTHWARD,WcwPark,COP,SPM,RC,375,148.59,,0,,,, ,RC,175.041510947298,6/27/2025 7:03:16 PM
7668,72483,31,WcwPark0006LL,WcwPark0115SE,WcwPark0016GP,1,LL,Lateral Line,Lateral Line from WcwPark0115SE to  WcwPark0016GP,SOUTHWARD,WcwPark,COP,SPM,RC,275,2.26,0,0,0,0,0, ,RC,2.66574700190395,6/27/2025 7:03:16 PM
7669,72484,31,WcwPark0043LL,WcwPark0069GP,WcwPark0154ND,1,LL,Lateral Line,Lateral Line from WcwPark0069GP to  WcwPark0154ND,SOUTHWARD,WcwPark,COP,SPM,RC,225,3.97,0,0,0,0,0, ,RC,4.69320969909889,6/27/2025 7:03:16 PM
7670,72485,31,WcwPark0092LL,WcwPark0039GP,WcwPark0154ND,1,LL,Lateral Line,Lateral Line from WcwPark0039GP to  WcwPark0154ND,SOUTHWARD,WcwPark,COP,SPM,RC,225,3.18,0,0,0,0,0, ,RC,3.74524958797108,6/27/2025 7:03:16 PM
7671,72486,31,WcwPark0091LL,WcwPark0041GP,WcwPark0171ND,1,LL,Lateral Line,Lateral Line from WcwPark0041GP to  WcwPark0171ND,SOUTHWARD,WcwPark,COP,SPM,RC,225,7.91,0,0,0,0,0, ,RC,9.35553726453423,6/27/2025 7:03:16 PM
7672,72487,31,WcwPark0111LL,WcwPark0109GP,WcwPark0171ND,1,LL,Lateral Line,Lateral Line from WcwPark0109GP to  WcwPark0171ND,SOUTHWARD,WcwPark,COP,SPM,RC,225,3.05,0,0,0,0,0, ,RC,3.60504700285326,6/27/2025 7:03:16 PM
7673,72488,31,WcwPark0004ML,WcwPark0030SE,WcwPark0156ND,1,ML,Main Line,Main Line from WcwPark0030SE to  WcwPark0156ND,SOUTHWARD,WcwPark,COP,SPM,RC,375,129,,0,,,, ,RC,152.682943782223,6/27/2025 7:03:16 PM
7674,72489,31,WcwPark0007ML,WcwPark0102MH,WcwPark0011GP,1,ML,Main Line,Main Line from WcwPark0102MH to  WcwPark0011GP,SOUTHWARD,WcwPark,COP,SPM,RC,225,3.81,,0,,,, ,RC,4.51009700750939,6/27/2025 7:03:16 PM
7675,72490,31,WcwPark0024ML,WcwPark0011GP,WcwPark0030SE,1,ML,Main Line,Main Line from WcwPark0011GP to  WcwPark0030SE,SOUTHWARD,WcwPark,COP,SPM,RC,375,0.6,,0,,,, ,RC,0.711221722200038,6/27/2025 7:03:16 PM
7676,72491,31,WcwPark0050LL,WcwPark0084GP,WcwPark0156ND,1,LL,Lateral Line,Lateral Line from WcwPark0084GP to  WcwPark0156ND,SOUTHWARD,WcwPark,COP,SPM,RC,375,8.4,0,0,0,0,0, ,RC,9.91482625052595,6/27/2025 7:03:16 PM
7677,72492,31,WcwPark0053ML,WcwPark0089GP,WcwPark0102MH,1,ML,Main Line,Main Line from WcwPark0089GP to  WcwPark0102MH,SOUTHWARD,WcwPark,COP,SPM,RC,225,7.94,,0,,,, ,RC,9.40087379550216,6/27/2025 7:03:16 PM
7678,72493,31,WcwPark0078LL,WcwPark0055SE,WcwPark0031GP,1,LL,Lateral Line,Lateral Line from WcwPark0055SE to  WcwPark0031GP,SOUTHWARD,WcwPark,COP,SPM,RC,225,0.63,0,0,0,0,0, ,RC,0.747651161147915,6/27/2025 7:03:16 PM
7679,72494,31,WcwPark0085LL,WcwPark0052GP,WcwPark0156ND,1,LL,Lateral Line,Lateral Line from WcwPark0052GP to  WcwPark0156ND,SOUTHWARD,WcwPark,COP,SPM,RC,375,0.68,0,0,0,0,0, ,RC,0.798475359431706,6/27/2025 7:03:16 PM
7680,72495,31,WcwPark0104LL,WcwPark0077SE,WcwPark0114GP,1,LL,Lateral Line,Lateral Line from WcwPark0077SE to  WcwPark0114GP,SOUTHWARD,WcwPark,COP,SPM,RC,225,0.6,0,0,0,0,0, ,RC,0.710725271112459,6/27/2025 7:03:16 PM
7681,72496,31,WcwPark0105LL,WcwPark0062GP,WcwPark0133ND,1,LL,Lateral Line,Lateral Line from WcwPark0062GP to  WcwPark0133ND,SOUTHWARD,WcwPark,COP,SPM,RC,375,6.44,0,0,0,0,0, ,RC,7.59231408929044,6/27/2025 7:03:16 PM
7682,72497,31,WcwPark0106LL,WcwPark0114GP,WcwPark0011GP,1,LL,Lateral Line,Lateral Line from WcwPark0114GP to  WcwPark0011GP,SOUTHWARD,WcwPark,COP,SPM,RC,300,7.14,0,0,0,0,0, ,RC,8.41210121955722,6/27/2025 7:03:16 PM
7683,72498,31,WcwPark0120LL,WcwPark0179ND,WcwPark0031GP,1,LL,Lateral Line,Lateral Line from WcwPark0179ND to  WcwPark0031GP,SOUTHWARD,WcwPark,COP,SPM,RC,375,0.26,0,0,0,0,0, ,RC,0.302000415228268,6/27/2025 7:03:16 PM
7684,72499,31,WcwPark0064ML,WcwPark0092GP,WcwPark0091MH,1,ML,Main Line,Main Line from WcwPark0092GP to  WcwPark0091MH,SOUTHWARD,WcwPark,COP,SPM,RC,300,2.01,,0,,,, ,RC,2.38238638644409,6/27/2025 7:03:16 PM
7685,72500,31,WcwPark0080ML,WcwPark0167ND,WcwPark0091MH,1,ML,Main Line,Main Line from WcwPark0167ND to  WcwPark0091MH,SOUTHWARD,WcwPark,COP,SPM,RC,300,21.29,,0,,,, ,RC,25.0801175993897,6/27/2025 7:03:16 PM
7686,72501,31,WcwPark0113ML,WcwPark0034GP,WcwPark0092GP,1,ML,Main Line,Main Line from WcwPark0034GP to  WcwPark0092GP,SOUTHWARD,WcwPark,COP,SPM,RC,300,8.2,,0,,,, ,RC,9.70446798862046,6/27/2025 7:03:16 PM
7687,72502,31,WcrFair0016LL,WcrFair0036SE,WcrFair0059MH,1,LL,Lateral Line,Lateral Line from WcrFair0036SE to  WcrFair0059MH,SOUTHWARD,WcrFair,COP,SPM,VC,150,7.76,0,0,0,0,0, ,VC,9.14550612971562,6/27/2025 7:03:16 PM
7688,72503,31,WcrFair0030LL,WcrFair0041GP,WcrFair0087ND,1,LL,Lateral Line,Lateral Line from WcrFair0041GP to  WcrFair0087ND,SOUTHWARD,WcrFair,COP,SPM,RC,150,16.01,0,0,0,0,0, ,RC,18.8652288301306,6/27/2025 7:03:16 PM
7689,72504,31,WcrFair0005ML,WcrFair0106GP,WcrFair0064GP,1,ML,Main Line,Main Line from WcrFair0106GP to  WcrFair0064GP,SOUTHWARD,WcrFair,COP,SPM,RC,225,8.74,0,0,0,0,0, ,RC,10.0773973736749,6/27/2025 7:03:16 PM
7690,72505,31,WcrFair0044ML,WcrFair0059MH,WcrFair0095ND,1,ML,Main Line,Main Line from WcrFair0059MH to  WcrFair0095ND,SOUTHWARD,WcrFair,COP,SPM,RC,300,16.14,,0,,,, ,RC,19.0671141838777,6/27/2025 7:03:16 PM
7691,72506,31,WcwPark0019ML,WcwPark0165ND,WcwPark0163ND,1,ML,Main Line,Main Line from WcwPark0165ND to  WcwPark0163ND,SOUTHWARD,WcwPark,COP,SPM,RC,375,60.7,,0,,,, ,RC,71.5404353627741,6/27/2025 7:03:16 PM
7692,72507,31,WcwPark0068ML,WcwPark0085MH,WcwPark0100MH,1,ML,Main Line,Main Line from WcwPark0085MH to  WcwPark0100MH,SOUTHWARD,WcwPark,COP,SPM,RC,600,84.51,,0,,,, ,RC,99.5574550197374,6/27/2025 7:03:16 PM
