MI_PRINX,COMPKEY,Comp Type,Pipe Unit ID,From Pit ID,To Pit ID,Num Parallel Lines,Unit Type,Unit Type Description,Description,Catchment,Sub Catchment,Ownership,Custodian,Pipe Type,Diameter,Pipe Length,Pipe Height,Average Depth,Up Invert Elevation,Down Invert Elevation,Grade,Pipe Shape,Material,Shape__Length,Last Refresh Date
7500,69958,31,SreNels5127ML,SrsFras0333GP,SreNels0164GP,1,ML,Main Line,Main Line from SrsFras0333GP to SrsFras0344GP,Sre,SreNels,COP,SPM,RC,225,6.43,0,0,2.59,2.51,0, ,RC,7.56924474603601,6/27/2025 7:02:55 PM
7501,69959,31,SrsFras5260ML,SreNels0164GP,SreNels0165GP,1,ML,Main Line,"Main Line from SreNels0164GP to SreNels0165GP
",Sre,SreNels,COP,SPM,RC,300,16.01,0,0,0,0,0, ,RC,18.9465119096512,6/27/2025 7:03:16 PM
7502,69960,31,SrsFras5259ML,SreNels0165GP,SrsFras0338GP,1,ML,Main Line,Main Line fromSreNels0165GP to SrsFras0338GP,Srs,SrsFras,COP,SPM,RC,300,29.46,0,0,1.91,1.3,0, ,RC,34.868118653038,6/27/2025 7:03:16 PM
7503,69961,31,SrsFras5253ML,SrsFras0344GP,SrsFras0022GP, ,ML,Main Line,"Main Line from SrsFras0344GP to SrsFras0022GP
",Srs,SrsFras,COP,SPM,RC,375,1.84,0,0,0,0,0, ,RC,2.1724551173623,6/27/2025 7:03:16 PM
7504,69965,31,SreNels5124ML,SreNels0166GP,SreNels0167MH,1,ML,Main Line,Main Line from SreNels0166GP to SreNels0167MH,EAST,SreNels,COP,SPM,RC,225,22.77,0,0,3.61,3.56,0, ,RC,26.8205629702858,6/27/2025 7:03:16 PM
7505,69966,31,SreNels5125ML,SreNels0167MH,SreNels0168GP,1,ML,Main Line,Main Line from SreNels0167MH to SreNels0168GP,EAST,SreNels,COP,SPM,RC,225,2.69,0,0,3.55,3.54,0, ,RC,3.1812395779579,6/27/2025 7:03:16 PM
7506,69967,31,SreNels5126ML,SreNels0168GP,SreNels0051MH,1,ML,Main Line,Main Line from SreNels0168GP to SreNels0051MH,EAST,SreNels,COP,SPM,RC,225,8.18,0,0,3.47,3.31,0, ,RC,9.67041917789822,6/27/2025 7:03:16 PM
7507,72320,31,WcrHack0001LL,WcrHack0003MH,WcrHack0036GP,1,LL,Lateral Line,Lateral Line from WcrHack0003MH to  WcrHack0036GP,SOUTHWARD,WcrHack,COP,SPM,RC,375,8.56,0,0,0,0,0, ,RC,12.1365127723248,6/27/2025 7:03:16 PM
7508,72321,31,WcrHack0002LL,WcrHack0002GP,WcrHack0003MH,1,LL,Lateral Line,Lateral Line from WcrHack0002GP to  WcrHack0003MH,SOUTHWARD,WcrHack,COP,SPM,RC,300,19.07,0,0,0,0,0, ,RC,22.4643196621725,6/27/2025 7:03:16 PM
7509,72322,31,WcrHack0003LL,WcrHack0038GP,WcrHack0025ND,1,LL,Lateral Line,Lateral Line from WcrHack0038GP to  WcrHack0025ND,SOUTHWARD,WcrHack,COP,SPM,RC,375,25.44,0,0,0,0,0, ,RC,29.9730389418267,6/27/2025 7:03:16 PM
7510,72323,31,WcrHack0004LL,WcrHack0038GP,WcrHack0005GP,1,LL,Lateral Line,Lateral Line from WcrHack0038GP to  WcrHack0005GP,SOUTHWARD,WcrHack,COP,SPM,RC,375,12.43,0,0,0,0,0, ,RC,14.6419892897318,6/27/2025 7:03:16 PM
7511,72324,31,WcrHack0005LL,WcrHack0007GP,WcrHack0012GP,1,LL,Lateral Line,Lateral Line from WcrHack0007GP to  WcrHack0012GP,SOUTHWARD,WcrHack,COP,SPM,RC,300,18.16,0,0,0,0,0, ,RC,21.3911233218251,6/27/2025 7:03:16 PM
7512,72325,31,WcrHack0006LL,WcrHack0001GP,WcrHack0005GP,1,LL,Lateral Line,Lateral Line from WcrHack0001GP to  WcrHack0005GP,SOUTHWARD,WcrHack,COP,SPM,RC,375,18.54,0,0,0,0,0, ,RC,21.8372160087417,6/27/2025 7:03:16 PM
7513,72326,31,WcrHack0007LL,WcrHack0028GP,WcrHack0032MH,1,LL,Lateral Line,Lateral Line from WcrHack0028GP to  WcrHack0032MH,SOUTHWARD,WcrHack,COP,SPM,RC,300,1.21,0,0,0,0,0, ,RC,1.42767882983149,6/27/2025 7:03:16 PM
7514,72327,31,WcrHack0008LL,WcrHack0036GP,WcrHack0029ND,1,LL,Lateral Line,Lateral Line from WcrHack0036GP to  WcrHack0029ND,SOUTHWARD,WcrHack,COP,SPM,RC,375,29.91,0,0,0,0,0, ,RC,30.3286488824584,6/27/2025 7:03:16 PM
7515,72328,31,WcrHack0009ML,WcrHack0032MH,WcrHack0013GP,1,ML,Main Line,Main Line from WcrHack0032MH to  WcrHack0013GP,SOUTHWARD,WcrHack,COP,SPM,RC,300,17.15,,0,,,, ,RC,20.2143688357763,6/27/2025 7:03:16 PM
7516,72329,31,WcrHack0013ML,WcrHack0026GP,WcrHack0021GP,1,ML,Main Line,Main Line from WcrHack0026GP to  WcrHack0021GP,SOUTHWARD,WcrHack,COP,SPM,RC,300,11.61,,0,,,, ,RC,13.6776703969161,6/27/2025 7:03:16 PM
7517,72330,31,WcrHack0018ML,WcrHack0014GP,WcrHack0003MH,1,ML,Main Line,Main Line from WcrHack0014GP to  WcrHack0003MH,SOUTHWARD,WcrHack,COP,SPM,RC,375,42.6,,0,,,, ,RC,50.4322965686288,6/27/2025 7:03:16 PM
7518,72331,31,WcrHack0019ML,WcrHack0032MH,WcrHack0070ND,1,ML,Main Line,Main Line from WcrHack0032MH to  WcrHack0070ND,SOUTHWARD,WcrHack,COP,SPM,RC,1050,3.84,,0,,,, ,RC,4.54336869957609,6/27/2025 7:03:16 PM
7519,72332,31,WcrHack0021ML,WcrHack0021GP,WcrHack0012GP,1,ML,Main Line,Main Line from WcrHack0021GP to  WcrHack0012GP,SOUTHWARD,WcrHack,COP,SPM,RC,300,119.9,,0,,,, ,RC,141.93433268678,6/27/2025 7:03:16 PM
7520,72333,31,WcrHack0023ML,WcrHack0006GP,WcrHack0014GP,1,ML,Main Line,Main Line from WcrHack0006GP to  WcrHack0014GP,SOUTHWARD,WcrHack,COP,SPM,RC,300,18.63,,0,,,, ,RC,21.9458811555311,6/27/2025 7:03:16 PM
7521,72334,31,WcrHack0024ML,WcrHack0024GP,WcrHack0038GP,1,ML,Main Line,Main Line from WcrHack0024GP to  WcrHack0038GP,SOUTHWARD,WcrHack,COP,SPM,RC,300,37.8,,0,,,, ,RC,44.7422920225262,6/27/2025 7:03:16 PM
7522,72335,31,WcrHack0025ML,WcrHack0032MH,WcrHack0069ND,1,ML,Main Line,Main Line from WcrHack0032MH to  WcrHack0069ND,SOUTHWARD,WcrHack,COP,SPM,RC,750,5.7,,0,,,, ,RC,6.72058997539481,6/27/2025 7:03:16 PM
7523,72336,31,WcrHack0026ML,WcrHack0032MH,WcrHack0068ND,1,ML,Main Line,Main Line from WcrHack0032MH to  WcrHack0068ND,SOUTHWARD,WcrHack,COP,SPM,RC,1050,3.78,,0,,,, ,RC,4.47119878580129,6/27/2025 7:03:16 PM
7524,72337,31,WcrHack0029ML,WcrHack0004GP,WcrHack0005GP,1,ML,Main Line,Main Line from WcrHack0004GP to  WcrHack0005GP,SOUTHWARD,WcrHack,COP,SPM,RC,300,24.67,,0,,,, ,RC,29.2006005966129,6/27/2025 7:03:16 PM
7525,72338,31,WcrHack0047ML,WcrHack0017GP,WcrHack0003MH,1,ML,Main Line,Main Line from WcrHack0017GP to  WcrHack0003MH,SOUTHWARD,WcrHack,COP,SPM,RC,300,42.93,0,0,0,0,0, ,RC,50.8243518668869,6/27/2025 7:03:16 PM
7526,72339,31,WcrHack0031ML,WcrHack0012GP,WcrHack0005GP,1,ML,Main Line,Main Line from WcrHack0012GP to  WcrHack0005GP,SOUTHWARD,WcrHack,COP,SPM,RC,300,81.22,,0,,,, ,RC,96.147301280741,6/27/2025 7:03:16 PM
7527,72340,31,WcrHack0032ML,WcrHack0027GP,WcrHack0004GP,1,ML,Main Line,Main Line from WcrHack0027GP to  WcrHack0004GP,SOUTHWARD,WcrHack,COP,SPM,RC,300,18.49,,0,,,, ,RC,21.7849653833117,6/27/2025 7:03:16 PM
7528,72341,31,WcrHack0033ML,WcrHack0018GP,WcrHack0024GP,1,ML,Main Line,Main Line from WcrHack0018GP to  WcrHack0024GP,SOUTHWARD,WcrHack,COP,SPM,RC,300,37.44,,0,,,, ,RC,44.3251088107408,6/27/2025 7:03:16 PM
7529,72342,31,WcwPark0073ML,WcwPark0012GP,WcwPark0139ND,1,ML,Main Line,Main Line from WcwPark0012GP to  WcwPark0139ND,SOUTHWARD,WcwPark,COP,SPM,RC,300,1.78,,0,,,, ,RC,2.09831605868374,6/27/2025 7:03:16 PM
7530,72343,31,WcwWint5150ML,WcwWint0059ND,WcwWint0060ND,1,ML,Main Line,Main Line from WcwWint0059ND to  WcwWint0060ND,SOUTHWARD,WcwWint,COP,SPM,RC,300,16.08,,0,,,, ,RC,19.0319180323544,6/27/2025 7:03:16 PM
7531,72344,31,WcwWint5141LL,WcwWint0061MH,WcwWint0053ND,1,LL,Lateral Line,Lateral Line from WcwWint0061MH to  WcwWint0053ND,SOUTHWARD,WcwWint,COP,SPM,RC,225,3.78,0,0,0,0,0, ,RC,4.46215196648472,6/27/2025 7:03:16 PM
7532,72345,31,WcwWint5142LL,WcwWint0061MH,WcwWint0054ND,1,LL,Lateral Line,Lateral Line from WcwWint0061MH to  WcwWint0054ND,SOUTHWARD,WcwWint,COP,SPM,RC,225,3.35,0,0,0,0,0, ,RC,3.94490675102435,6/27/2025 7:03:16 PM
7533,72346,31,WcwWint5144ML,WcwWint0062SE,WcwWint0063SE,1,ML,Main Line,Main Line from WcwWint0062SE to  WcwWint0063SE,SOUTHWARD,WcwWint,COP,SPM,RC,300,2.44,,0,,,, ,RC,2.87136220241937,6/27/2025 7:03:16 PM
7534,72347,31,WcwWint5145ML,WcwWint0063SE,WcwWint0056ND,1,ML,Main Line,Main Line from WcwWint0063SE to  WcwWint0056ND,SOUTHWARD,WcwWint,COP,SPM,RC,300,10.68,,0,,,, ,RC,12.5979829991373,6/27/2025 7:03:16 PM
7535,72348,31,WcwWint5148ML,WcwWint0061MH,WcwWint0062SE,1,ML,Main Line,Main Line from WcwWint0061MH to  WcwWint0062SE,SOUTHWARD,WcwWint,COP,SPM,RC,300,5.27,,0,,,, ,RC,6.23276249682981,6/27/2025 7:03:16 PM
7536,72349,31,WcwWint5146ML,WcwWint0061MH,WcwWint0055ND,1,ML,Main Line,Main Line from WcwWint0061MH to  WcwWint0055ND,SOUTHWARD,WcwWint,COP,SPM,RC,375,9.95,,0,,,, ,RC,11.7294802958029,6/27/2025 7:03:16 PM
7537,72350,31,WcrFair0011ML,WcrFair0048GP,WcrFair0051GP,1,ML,Main Line,Main Line from WcrFair0048GP to  WcrFair0051GP,SOUTHWARD,WcrFair,COP,SPM,RC,300,7.67,,0,,,, ,RC,9.07640908738724,6/27/2025 7:03:16 PM
7538,72351,31,WcwPark0010ML,WcwPark0048GP,WcwPark0135ND,1,ML,Main Line,Main Line from WcwPark0048GP to  WcwPark0135ND,SOUTHWARD,WcwPark,COP,SPM,RC,225,6.11,,0,,,, ,RC,7.23103046380472,6/27/2025 7:03:16 PM
7539,72352,31,WcwPark0020ML,WcwPark0005GP,WcwPark0048GP,1,ML,Main Line,Main Line from WcwPark0005GP to  WcwPark0048GP,SOUTHWARD,WcwPark,COP,SPM,RC,225,10.92,,0,,,, ,RC,12.9248079109137,6/27/2025 7:03:16 PM
7540,72353,31,WcwPark0022ML,WcwPark0097GP,WcwPark0005GP,1,ML,Main Line,Main Line from WcwPark0097GP to  WcwPark0005GP,SOUTHWARD,WcwPark,COP,SPM,RC,225,9.43,,0,,,, ,RC,11.1608523986126,6/27/2025 7:03:16 PM
7541,72354,31,WcrHack0011ML,WcrHack0011GP,WcrHack0017GP,1,ML,Main Line,Main Line from WcrHack0011GP to  WcrHack0017GP,SOUTHWARD,WcrHack,COP,SPM,RC,300,35.06,,0,,,, ,RC,41.5104615783863,6/27/2025 7:03:16 PM
7542,72355,31,WcrHack0012ML,WcrHack0035GP,WcrHack0033GP,1,ML,Main Line,Main Line from WcrHack0035GP to  WcrHack0033GP,SOUTHWARD,WcrHack,COP,SPM,RC,225,17.63,,0,,,, ,RC,20.8490657646399,6/27/2025 7:03:16 PM
7543,72356,31,WcrHack0014ML,WcrHack0033GP,WcrHack0019GP,1,ML,Main Line,Main Line from WcrHack0033GP to  WcrHack0019GP,SOUTHWARD,WcrHack,COP,SPM,RC,300,9.31,,0,,,, ,RC,10.9831590645149,6/27/2025 7:03:16 PM
7544,72357,31,WcrHack0016ML,WcrHack0041SE,WcrHack0011GP,1,ML,Main Line,Main Line from WcrHack0041SE to  WcrHack0011GP,SOUTHWARD,WcrHack,COP,SPM,RC,300,18.52,,0,,,, ,RC,21.8227441881962,6/27/2025 7:03:16 PM
7545,72358,31,WcrHack0020ML,WcrHack0019GP,WcrHack0022MH,1,ML,Main Line,Main Line from WcrHack0019GP to  WcrHack0022MH,SOUTHWARD,WcrHack,COP,SPM,STEEL,300,21.3,,0,,,, ,STEEL,25.0919643311131,6/27/2025 7:03:16 PM
7546,72359,31,WcrHack0030ML,WcrHack0015SE,WcrHack0068SE,1,ML,Main Line,Main Line from WcrHack0015SE to  WcrHack0068SE,SOUTHWARD,WcrHack,COP,SPM,PVC,225,1.64,,0,,,, ,PVC,1.92941071481394,6/27/2025 7:03:16 PM
7547,72360,31,WcrHack0035ML,WcrHack0068SE,WcrHack0034MH,1,ML,Main Line,Main Line from WcrHack0068SE to  WcrHack0034MH,SOUTHWARD,WcrHack,COP,SPM,PVC,225,14.8,,0,,,, ,PVC,17.5246513513369,6/27/2025 7:03:16 PM
7548,72361,31,WcrHack0036ML,WcrHack0034MH,WcrHack0041SE,1,ML,Main Line,Main Line from WcrHack0034MH to  WcrHack0041SE,SOUTHWARD,WcrHack,COP,SPM,PVC,225,1.59,,0,,,, ,PVC,1.87520256205392,6/27/2025 7:03:16 PM
7549,72363,31,WcrHack0015ML,WcrHack0023GP,WcrHack0039MH,1,ML,Main Line,Main Line from WcrHack0023GP to  WcrHack0039MH,SOUTHWARD,WcrHack,COP,SPM,RC,300,11.13,,0,,,, ,RC,13.1732719267503,6/27/2025 7:03:16 PM
7550,72364,31,WcrHack0017ML,WcrHack0039MH,WcrHack0040MH,1,ML,Main Line,Main Line from WcrHack0039MH to  WcrHack0040MH,SOUTHWARD,WcrHack,COP,SPM,RC,300,165.18,,0,,,, ,RC,194.639460761841,6/27/2025 7:03:16 PM
7551,72365,31,WcrHack0027ML,WcrHack0031GP,WcrHack0071ND,1,ML,Main Line,Main Line from WcrHack0031GP to  WcrHack0071ND,SOUTHWARD,WcrHack,COP,SPM,RC,300,0.57,,0,,,, ,RC,0.674836647467006,6/27/2025 7:03:16 PM
7552,72366,31,WcrHack0028ML,WcrHack0040MH,WcrHack0067ND,1,ML,Main Line,Main Line from WcrHack0040MH to  WcrHack0067ND,SOUTHWARD,WcrHack,COP,SPM,RC,300,70.95,,0,,,, ,RC,83.6029000214279,6/27/2025 7:03:16 PM
7553,72367,31,WcrHack0034ML,WcrHack0067ND,WcrHack0020BP,1,ML,Main Line,Main Line from WcrHack0067ND to  WcrHack0020BP,SOUTHWARD,WcrHack,COP,SPM,RC,300,11.45,,0,,,, ,RC,13.4877817728892,6/27/2025 7:03:16 PM
7554,72368,31,NedAber0002LL,NedAber0001SE,NedAber0002MH,1,LL,Lateral Line,Lateral Line from NedAber0001SE to  NedAber0002MH,SOUTHWARD,NedAber,COP,SPM,RC,225,5.68,0,0,0,0,0, ,RC,6.72471567166584,6/27/2025 7:03:16 PM
7555,72369,31,NedAber0003ML,NedAber0002MH,NedAber0003MH,1,ML,Main Line,Main Line from NedAber0002MH to  NedAber0003MH,SOUTHWARD,NedAber,COP,SPM,RC,600,16.87,,0,,,, ,RC,19.9605927183593,6/27/2025 7:03:16 PM
7556,72370,31,NedAber0007ML,NedAber0003MH,NedAber0006ND,1,ML,Main Line,Main Line from NedAber0003MH to  NedAber0006ND,SOUTHWARD,NedAber,COP,SPM,RC,600,20.48,,0,,,, ,RC,24.2427349814473,6/27/2025 7:03:16 PM
7557,72371,31,NedAber0001ML,NedAber0002MH,NedAber0004SE,1,ML,Main Line,Main Line from NedAber0002MH to  NedAber0004SE,SOUTHWARD,NedAber,COP,SPM,RC,225,119.51,,0,,,, ,RC,140.768262077398,6/27/2025 7:03:16 PM
7558,72372,31,NedAber0005ML,NedAber0008ND,NedAber0002MH,1,ML,Main Line,Main Line from NedAber0008ND to  NedAber0002MH,SOUTHWARD,NedAber,COP,SPM,RC,600,21.84,,0,,,, ,RC,25.8499027863869,6/27/2025 7:03:16 PM
7559,72374,31,NedAber0006ML,NedAber0005SE,NedAber0002MH,1,ML,Main Line,Main Line from NedAber0005SE to  NedAber0002MH,SOUTHWARD,NedAber,COP,SPM,RC,225,61.45,,0,,,, ,RC,72.3965259866687,6/27/2025 7:03:16 PM
7560,72375,31,WcrFair0003ML,WcrFair0018MH,WcrFair0092ND,1,ML,Main Line,Main Line from WcrFair0018MH to  WcrFair0092ND,SOUTHWARD,WcrFair,COP,SPM,RC,300,13.83,,0,,,, ,RC,16.2973686288337,6/27/2025 7:03:16 PM
7561,72376,31,WcrFair0029LL,WcrFair0027SE,WcrFair0018MH,1,LL,Lateral Line,Lateral Line from WcrFair0027SE to  WcrFair0018MH,SOUTHWARD,WcrFair,COP,SPM,STEEL,300,1.5,0,0,0,0,0, ,STEEL,1.77799858647803,6/27/2025 7:03:16 PM
7562,72377,31,WcrFair0056ML,WcrFair0047SE,WcrFair0018MH,1,ML,Main Line,Main Line from WcrFair0047SE to  WcrFair0018MH,SOUTHWARD,WcrFair,COP,SPM,STEEL,300,14.18,,0,,,, ,STEEL,16.7801881818292,6/27/2025 7:03:16 PM
7563,72378,31,WcrFair0004ML,WcrFair0021GP,WcrFair0091ND,1,ML,Main Line,Main Line from WcrFair0021GP to  WcrFair0091ND,SOUTHWARD,WcrFair,COP,SPM,RC,225,13.81,,0,,,, ,RC,16.3024445535591,6/27/2025 7:03:16 PM
7564,72379,31,WcrFair0054ML,WcrFair0057SE,WcrFair0060MH,1,ML,Main Line,Main Line from WcrFair0057SE to  WcrFair0060MH,SOUTHWARD,WcrFair,COP,SPM,STEEL,450,2.1,0,0,0,0,0, ,STEEL,2.48669535623656,6/27/2025 7:03:16 PM
7565,72380,31,WcrFair0014ML,WcrFair0050SE,WcrFair0097ND,1,ML,Main Line,Main Line from WcrFair0050SE to  WcrFair0097ND,SOUTHWARD,WcrFair,COP,SPM,RC,300,10.83,,0,,,, ,RC,12.7595083755202,6/27/2025 7:03:16 PM
7566,72381,31,WcrFair0017ML,WcrFair0056MH,WcrFair0025SE,1,ML,Main Line,Main Line from WcrFair0056MH to  WcrFair0025SE,SOUTHWARD,WcrFair,COP,SPM,STEEL,300,1.81,,0,,,, ,STEEL,2.14440474199249,6/27/2025 7:03:16 PM
7567,72382,31,WcrFair0035ML,WcrFair0025SE,WcrFair0045SE,1,ML,Main Line,Main Line from WcrFair0025SE to  WcrFair0045SE,SOUTHWARD,WcrFair,COP,SPM,RC,300,7.6,,0,,,, ,RC,8.99724947134011,6/27/2025 7:03:16 PM
7568,72383,31,WcrTave0006ML,WcrTave0005GP,WcrTave0026ND,1,ML,Main Line,Main Line from WcrTave0005GP to  WcrTave0026ND,SOUTHWARD,WcrTave,COP,SPM,VC,150,7.25,,0,,,, ,VC,8.56218642862514,6/27/2025 7:03:16 PM
7569,72384,31,WcrTave0024ML,WcrTave0022GP,WcrTave0027ND,1,ML,Main Line,Main Line from WcrTave0022GP to  WcrTave0027ND,SOUTHWARD,WcrTave,COP,SPM,RC,300,8.14,,0,,,, ,RC,9.63600594860045,6/27/2025 7:03:16 PM
7570,72385,31,WcrTave0004LL,WcrTave0012SE,WcrTave0008MH,1,LL,Lateral Line,Lateral Line from WcrTave0012SE to  WcrTave0008MH,SOUTHWARD,WcrTave,COP,SPM,RC,300,4.12,0,0,0,0,0, ,RC,4.86786296534611,6/27/2025 7:03:16 PM
7571,72386,31,WcrTave0007ML,WcrTave0003GP,WcrTave0028ND,1,ML,Main Line,Main Line from WcrTave0003GP to  WcrTave0028ND,SOUTHWARD,WcrTave,COP,SPM,RC,150,13.89,,0,,,, ,RC,16.3828255903059,6/27/2025 7:03:16 PM
7572,72387,31,WcrTave0015ML,WcrTave0008MH,WcrTave0031ND,1,ML,Main Line,Main Line from WcrTave0008MH to  WcrTave0031ND,SOUTHWARD,WcrTave,COP,SPM,RC,225,13.44,,0,,,, ,RC,15.8614577892728,6/27/2025 7:03:16 PM
7573,72388,31,WcrFair0008ML,WcrFair0081ND,WcrFair0033GP,1,ML,Main Line,Main Line from WcrFair0081ND to  WcrFair0033GP,SOUTHWARD,WcrFair,COP,SPM,VC,225,1.94,,0,,,, ,VC,2.29640366320314,6/27/2025 7:03:16 PM
7574,72389,31,WcrFair0023ML,WcrFair0006GP,WcrFair0033GP,1,ML,Main Line,Main Line from WcrFair0006GP to  WcrFair0033GP,SOUTHWARD,WcrFair,COP,SPM,RC,150,7.57,,0,,,, ,RC,8.95693989052234,6/27/2025 7:03:16 PM
7575,72390,31,WcrFair0009ML,WcrFair0044SE,WcrFair0094ND,1,ML,Main Line,Main Line from WcrFair0044SE to  WcrFair0094ND,SOUTHWARD,WcrFair,COP,SPM,RC,300,13.79,,0,,,, ,RC,16.2881787588731,6/27/2025 7:03:16 PM
7576,72391,31,WcrFair0039ML,WcrFair0029SE,WcrFair0094ND,1,ML,Main Line,Main Line from WcrFair0029SE to  WcrFair0094ND,SOUTHWARD,WcrFair,COP,SPM,PVC,150,18.87,,0,,,, ,PVC,22.3034917837717,6/27/2025 7:03:16 PM
7577,72392,31,WcwPark0001ML,WcwPark0003GP,WcwPark0118GP,1,ML,Main Line,Main Line from WcwPark0003GP to  WcwPark0118GP,SOUTHWARD,WcwPark,COP,SPM,RC,300,95.8,,0,,,, ,RC,113.402884890139,6/27/2025 7:03:16 PM
7578,72393,31,WcwPark0015ML,WcwPark0121GP,WcwPark0154ND,1,ML,Main Line,Main Line from WcwPark0121GP to  WcwPark0154ND,SOUTHWARD,WcwPark,COP,SPM,RC,300,15.84,,0,,,, ,RC,18.7019899754004,6/27/2025 7:03:16 PM
7579,72394,31,WcrFair0057ML,WcrFair0040GP,WcrFair0019GP,1,ML,Main Line,Main Line from WcrFair0040GP to  WcrFair0019GP,SOUTHWARD,WcrFair,COP,SPM,RC,225,17.66,,0,,,, ,RC,20.8234161926452,6/27/2025 7:03:16 PM
7580,72395,31,WcwPark0003ML,WcwPark0106GP,WcwPark0013GP,1,ML,Main Line,Main Line from WcwPark0106GP to  WcwPark0013GP,SOUTHWARD,WcwPark,COP,SPM,RC,225,38.13,,0,,,, ,RC,44.9156576367977,6/27/2025 7:03:16 PM
7581,72396,31,WcwPark0005ML,WcwPark0013GP,WcwPark0008GP,1,ML,Main Line,Main Line from WcwPark0013GP to  WcwPark0008GP,SOUTHWARD,WcwPark,COP,SPM,RC,225,28.71,,0,,,, ,RC,33.8156888090689,6/27/2025 7:03:16 PM
7582,72397,31,WcwPark0097ML,WcwPark0008GP,WcwPark0028GP,1,ML,Main Line,Main Line from WcwPark0008GP to  WcwPark0028GP,SOUTHWARD,WcwPark,COP,SPM,RC,225,51.96,,0,,,, ,RC,61.2057560651015,6/27/2025 7:03:16 PM
7583,72398,31,WcrFair0026ML,WcrFair0085ND,WcrFair0022MH,1,ML,Main Line,Main Line from WcrFair0085ND to  WcrFair0022MH,SOUTHWARD,WcrFair,COP,SPM,RC,225,3.52,,0,,,, ,RC,4.14712619272194,6/27/2025 7:03:16 PM
7584,72399,31,WcrFair0032ML,WcrFair0084ND,WcrFair0022MH,1,ML,Main Line,Main Line from WcrFair0084ND to  WcrFair0022MH,SOUTHWARD,WcrFair,COP,SPM,RC,150,6.28,,0,,,, ,RC,7.3979895399669,6/27/2025 7:03:16 PM
7585,72400,31,WcrFair0040ML,WcrFair0017GP,WcrFair0055GP,1,ML,Main Line,Main Line from WcrFair0017GP to  WcrFair0055GP,SOUTHWARD,WcrFair,COP,SPM,RC,300,7.5,,0,,,, ,RC,8.87174584220162,6/27/2025 7:03:16 PM
7586,72401,31,WcrPway0003LL,WcrPway0014GP,WcrPway0008GP,1,LL,Lateral Line,Lateral Line from WcrPway0014GP to  WcrPway0008GP,SOUTHWARD,WcrPway,COP,SPM,RC,225,7.09,0,0,0,0,0, ,RC,8.38845490154396,6/27/2025 7:03:16 PM
7587,72402,31,WcrFair0001LL,WcrFair0002SE,WcrFair0038SE,1,LL,Lateral Line,Lateral Line from WcrFair0002SE to  WcrFair0038SE,SOUTHWARD,WcrFair,COP,SPM,RC,300,8.16,0,0,0,0,0, ,RC,9.61532133391058,6/27/2025 7:03:16 PM
7588,72403,31,WcrFair0006ML,WcrFair0031GP,WcrFair0038SE,1,ML,Main Line,Main Line from WcrFair0031GP to  WcrFair0038SE,SOUTHWARD,WcrFair,COP,SPM,RC,225,49.79,,0,,,, ,RC,58.9423141604544,6/27/2025 7:03:16 PM
7589,72404,31,WcrFair0046ML,WcrFair0020GP,WcrFair0031GP,1,ML,Main Line,Main Line from WcrFair0020GP to  WcrFair0031GP,SOUTHWARD,WcrFair,COP,SPM,RC,225,8.61,,0,,,, ,RC,10.1484430450778,6/27/2025 7:03:16 PM
7590,72405,31,WcrFair0019ML,WcrFair0017GP,WcrFair0090ND,1,ML,Main Line,Main Line from WcrFair0017GP to  WcrFair0090ND,SOUTHWARD,WcrFair,COP,SPM,RC,225,11.03,,0,,,, ,RC,12.9986621382105,6/27/2025 7:03:16 PM
7591,72406,31,WcrFair0045ML,WcrFair0051GP,WcrFair0008SE,1,ML,Main Line,Main Line from WcrFair0051GP to  WcrFair0008SE,SOUTHWARD,WcrFair,COP,SPM,RC,300,22.75,,0,,,, ,RC,26.8293071145395,6/27/2025 7:03:16 PM
7592,72407,31,WcrFair0015ML,WcrFair0011SE,WcrFair0089ND,1,ML,Main Line,Main Line from WcrFair0011SE to  WcrFair0089ND,SOUTHWARD,WcrFair,COP,SPM,RC,300,1.59,,0,,,, ,RC,1.87700991129882,6/27/2025 7:03:16 PM
7593,72408,31,WcrFair0053ML,WcrFair0010SE,WcrFair0089ND,1,ML,Main Line,Main Line from WcrFair0010SE to  WcrFair0089ND,SOUTHWARD,WcrFair,COP,SPM,RC,300,6.78,,0,,,, ,RC,7.99199164081246,6/27/2025 7:03:16 PM
7594,72409,31,WcrFair0021ML,WcrFair0082ND,WcrFair0083ND,1,ML,Main Line,Main Line from WcrFair0082ND to  WcrFair0083ND,SOUTHWARD,WcrFair,COP,SPM,RC,225,11.64,,0,,,, ,RC,13.7497978703012,6/27/2025 7:03:16 PM
7595,72410,31,WcrFair0028ML,WcrFair0052GP,WcrFair0004GP,1,ML,Main Line,Main Line from WcrFair0052GP to  WcrFair0004GP,SOUTHWARD,WcrFair,COP,SPM,RC,225,9.37,,0,,,, ,RC,11.0608126993104,6/27/2025 7:03:16 PM
7596,72411,31,WcrFair0034ML,WcrFair0086ND,WcrFair0083ND,1,ML,Main Line,Main Line from WcrFair0086ND to  WcrFair0083ND,SOUTHWARD,WcrFair,COP,SPM,RC,375,8.84,,0,,,, ,RC,10.4122790653991,6/27/2025 7:03:16 PM
